id,noc,medal
5452,AUS,Silver
5453,USA,Silver
5454,AUS,Silver
5455,FRA,Gold
5456,FRA,Bronze
5457,FRA,Silver
5458,FRA,Bronze
5459,FRA,Silver
5460,BEL,Gold
5461,BEL,Bronze
5462,FRA,Gold
5463,FRA,Gold
5464,BUL,Bronze
5465,BUL,Gold
5466,BUL,Silver
5467,FRA,Silver
5468,FRA,Bronze
5469,FRA,Bronze
5470,CAN,Gold
5471,BEL,Bronze
5472,ARG,Gold
5473,ARG,Bronze
5474,ARG,Gold
5475,BRA,Bronze
5476,CUB,Gold
5477,ARG,Silver
5478,POR,Bronze
5479,MEX,Gold
5480,HUN,Silver
5481,NED,Silver
5482,YUG,Silver
5483,YUG,Gold
5484,FRA,Silver
5485,CUB,Bronze
5486,ITA,Gold
5487,NED,Bronze
5488,NED,Gold
5489,USA,Bronze
5490,ITA,Silver
5491,USA,Gold
5492,NED,Gold
5493,NED,Gold
5494,NED,Silver
5495,GER,Bronze
5496,USA,Bronze
5497,BEL,Silver
5498,FRA,Bronze
5499,FRA,Silver
5500,FRA,Bronze
5501,FRA,Bronze
5502,JPN,Bronze
5503,FRA,Bronze
5504,FRA,Bronze
5505,FRA,Silver
5506,USA,Bronze
5507,URU,Bronze
5508,URU,Bronze
5509,FRA,Silver
5510,POL,Bronze
5511,RUS,Silver
5512,RUS,Silver
5513,RUS,Silver
5514,UKR,Gold
5515,RUS,Silver
5516,RUS,Gold
5517,RUS,Silver
5518,RUS,Gold
5519,CAN,Silver
5520,USA,Silver
5521,ARG,Bronze
5522,ARG,Silver
5523,BUL,Silver
5524,FRG,Bronze
5525,USA,Silver
5526,FRA,Bronze
5527,USA,Gold
5528,GBR,Bronze
5529,GBR,Silver
5530,GBR,Silver
5531,USA,Silver
5532,URS,Silver
5533,NED,Gold
5534,BEL,Silver
5535,URS,Silver
5536,FRA,Gold
5537,CHN,Gold
5538,CHN,Gold
5539,CHN,Bronze
5540,CHN,Gold
5541,CHN,Gold
5542,CHN,Gold
5543,CHN,Gold
5544,CHN,Gold
5545,NED,Bronze
5546,RUS,Bronze
5547,RUS,Silver
5548,RUS,Silver
5549,USA,Silver
5550,AUS,Silver
5551,AUS,Gold
5552,GBR,Gold
5553,GBR,Bronze
5554,GBR,Silver
5555,AUS,Bronze
5556,ITA,Bronze
5557,USA,Silver
5558,USA,Gold
5559,URS,Bronze
5560,GBR,Bronze
5561,GBR,Gold
5562,NED,Bronze
5563,NED,Silver
5564,FRA,Silver
5565,YUG,Bronze
5566,YUG,Bronze
5567,USA,Silver
5568,NED,Silver
5569,NED,Silver
5570,URS,Bronze
5571,URS,Gold
5572,NED,Silver
5573,BUL,Silver
5574,USA,Gold
5575,FRA,Gold
5576,USA,Gold
5577,EUN,Bronze
5578,FRA,Silver
5579,USA,Bronze
5580,GBR,Bronze
5581,IND,Gold
5582,USA,Silver
5583,USA,Gold
5584,USA,Gold
5585,CAN,Gold
5586,FRA,Gold
5587,USA,Silver
5588,GBR,Bronze
5589,CUB,Silver
5590,CUB,Bronze
5591,CAN,Silver
5592,CAN,Silver
5593,FRA,Gold
5594,YUG,Bronze
5595,FRA,Bronze
5596,HUN,Bronze
5597,HUN,Bronze
5598,ITA,Bronze
5599,FRA,Silver
5600,USA,Gold
5601,GER,Silver
5602,URS,Bronze
5603,PAR,Silver
5604,FRA,Bronze
5605,FRA,Gold
5606,USA,Gold
5607,YUG,Bronze
5608,USA,Gold
5609,USA,Gold
5610,USA,Gold
5611,GRE,Silver
5612,GRE,Bronze
5613,USA,Bronze
5614,AUS,Silver
5615,AUS,Gold
5616,AUS,Gold
5617,AUS,Bronze
5618,VEN,Bronze
5619,GBR,Gold
5620,ITA,Silver
5621,BLR,Silver
5622,URS,Gold
5623,URS,Silver
5624,AUS,Bronze
5625,BEL,Silver
5626,BEL,Silver
5627,CAN,Silver
5628,USA,Silver
5629,GBR,Silver
5630,POL,Gold
5631,POL,Silver
5632,CAN,Gold
5633,CAN,Silver
5634,BEL,Bronze
5635,ITA,Silver
5636,ITA,Silver
5637,ITA,Gold
5638,ITA,Gold
5639,ITA,Silver
5640,ITA,Silver
5641,ITA,Gold
5642,ITA,Gold
5643,ITA,Bronze
5644,ITA,Silver
5645,ITA,Gold
5646,ITA,Gold
5647,ITA,Silver
5648,ITA,Bronze
5649,ITA,Bronze
5650,RSA,Bronze
5651,ITA,Bronze
5652,ITA,Bronze
5653,ARG,Bronze
5654,ARG,Gold
5655,ITA,Gold
5656,ITA,Silver
5657,FRA,Bronze
5658,SEN,Silver
5659,ROU,Silver
5660,GRE,Bronze
5661,GBR,Bronze
5662,AUS,Gold
5663,AUS,Gold
5664,ITA,Silver
5665,BRA,Bronze
5666,DOM,Gold
5667,CUB,Gold
5668,PHI,Silver
5669,ARG,Silver
5670,PAR,Silver
5671,ETH,Bronze
5672,ITA,Silver
5673,ITA,Silver
5674,ITA,Gold
5675,ITA,Gold
5676,ITA,Gold
5677,USA,Gold
5678,NOR,Silver
5679,GBR,Bronze
5680,GER,Silver
5681,USA,Gold
5682,USA,Bronze
5683,NZL,Gold
5684,NZL,Gold
5685,NZL,Bronze
5686,CAN,Gold
5687,AUS,Bronze
5688,AUS,Bronze
5689,AUS,Bronze
5690,AUS,Silver
5691,BRA,Bronze
5692,CAN,Silver
5693,URS,Silver
5694,LTU,Bronze
5695,USA,Gold
5696,USA,Gold
5697,BRA,Bronze
5698,AUS,Bronze
5699,AUS,Bronze
5700,SUI,Gold
5701,NED,Bronze
5702,BEL,Bronze
5703,USA,Bronze
5704,GDR,Bronze
5705,GDR,Silver
5706,GDR,Gold
5707,GDR,Silver
5708,GDR,Gold
5709,FRG,Gold
5710,FRG,Gold
5711,GDR,Silver
5712,GDR,Gold
5713,GDR,Silver
5714,GDR,Gold
5715,CAN,Bronze
5716,GDR,Bronze
5717,SUI,Silver
5718,USA,Gold
5719,BUL,Bronze
5720,FRA,Silver
5721,NZL,Bronze
5722,NOR,Silver
5723,NED,Silver
5724,NED,Gold
5725,NED,Gold
5726,KAZ,Silver
5727,AUS,Silver
5728,AUS,Bronze
5729,AUS,Bronze
5730,USA,Gold
5731,USA,Gold
5732,USA,Gold
5733,USA,Gold
5734,USA,Silver
5735,USA,Bronze
5736,CAN,Gold
5737,GBR,Silver
5738,BUL,Bronze
5739,BUL,Silver
5740,GRE,Gold
5741,GRE,Gold
5742,GRE,Gold
5743,GRE,Bronze
5744,USA,Gold
5745,LTU,Bronze
5746,GRE,Gold
5747,BUL,Silver
5748,BUL,Bronze
5749,BUL,Silver
5750,BUL,Silver
5751,BUL,Silver
5752,BUL,Silver
5753,BUL,Bronze
5754,BUL,Bronze
5755,GDR,Bronze
5756,ESP,Bronze
5757,ESP,Silver
5758,FRA,Gold
5759,FRA,Gold
5760,ROU,Bronze
5761,CAN,Bronze
5762,GBR,Gold
5763,RUS,Bronze
5764,CHN,Gold
5765,CHN,Silver
5766,CHN,Gold
5767,CHN,Gold
5768,CHN,Gold
5769,CHN,Gold
5770,USA,Bronze
5771,GRE,Silver
5772,URS,Silver
5773,URS,Silver
5774,URS,Bronze
5775,CAN,Bronze
5776,FRA,Silver
5777,FRA,Silver
5778,USA,Gold
5779,USA,Gold
5780,USA,Bronze
5781,USA,Silver
5782,USA,Silver
5783,NED,Gold
5784,NED,Silver
5785,USA,Bronze
5786,USA,Gold
5787,GER,Silver
5788,GER,Bronze
5789,GER,Silver
5790,GER,Silver
5791,GER,Bronze
5792,GER,Gold
5793,GER,Silver
5794,GER,Gold
5795,GER,Bronze
5796,USA,Silver
5797,GER,Bronze
5798,USA,Bronze
5799,BEL,Bronze
5800,ROU,Gold
5801,NOR,Silver
5802,GER,Gold
5803,FIN,Bronze
5804,URS,Silver
5805,URS,Silver
5806,URS,Gold
5807,URS,Gold
5808,URS,Bronze
5809,URS,Silver
5810,URS,Silver
5811,URS,Silver
5812,URS,Gold
5813,URS,Silver
5814,YUG,Silver
5815,SCG,Silver
5816,TCH,Silver
5817,ITA,Silver
5818,USA,Bronze
5819,USA,Bronze
5820,GBR,Bronze
5821,USA,Bronze
5822,USA,Gold
5823,USA,Gold
5824,USA,Silver
5825,CAN,Gold
5826,USA,Gold
5827,USA,Bronze
5828,GBR,Gold
5829,GBR,Gold
5830,GBR,Bronze
5831,ARG,Bronze
5832,FRA,Silver
5833,YUG,Gold
5834,POL,Silver
5835,EUN,Gold
5836,RUS,Silver
5837,RUS,Gold
5838,RUS,Bronze
5839,RUS,Gold
5840,RUS,Silver
5841,RUS,Silver
5842,URS,Bronze
5843,AUS,Bronze
5844,ITA,Bronze
5845,ITA,Silver
5846,AUS,Bronze
5847,FRG,Bronze
5848,GDR,Gold
5849,GDR,Gold
5850,TCH,Silver
5851,URS,Gold
5852,USA,Bronze
5853,ROU,Silver
5854,ROU,Silver
5855,ROU,Silver
5856,ROU,Silver
5857,BUL,Bronze
5858,BUL,Gold
5859,ROU,Bronze
5860,RUS,Silver
5861,RUS,Bronze
5862,UKR,Gold
5863,AUS,Gold
5864,CRO,Gold
5865,NZL,Silver
5866,NZL,Bronze
5867,BEL,Silver
5868,GBR,Silver
5869,GBR,Gold
5870,USA,Silver
5871,GBR,Bronze
5872,GBR,Gold
5873,FRA,Bronze
5874,SWE,Silver
5875,USA,Bronze
5876,AUS,Bronze
5877,NED,Silver
5878,USA,Silver
5879,GDR,Gold
5880,AUS,Bronze
5881,USA,Gold
5882,ROU,Bronze
5883,GER,Gold
5884,USA,Bronze
5885,GBR,Gold
5886,GBR,Bronze
5887,GBR,Gold
5888,GBR,Bronze
5889,GBR,Gold
5890,GBR,Gold
5891,GBR,Gold
5892,BEL,Silver
5893,GDR,Gold
5894,GDR,Gold
5895,NGR,Bronze
5896,USA,Gold
5897,USA,Silver
5898,USA,Gold
5899,TCH,Bronze
5900,GRE,Silver
5901,TCH,Silver
5902,RUS,Silver
5903,URS,Silver
5904,URS,Gold
5905,URS,Bronze
5906,URS,Bronze
5907,URS,Silver
5908,GER,Bronze
5909,NED,Gold
5910,CAN,Bronze
5911,URS,Silver
5912,AUS,Silver
5913,URS,Bronze
5914,GDR,Bronze
5915,GDR,Silver
5916,GDR,Gold
5917,CUB,Bronze
5918,ITA,Gold
5919,ITA,Gold
5920,FRG,Gold
5921,BRA,Silver
5922,ESP,Silver
5923,CRO,Gold
5924,RUS,Bronze
5925,FIJ,Gold
5926,HUN,Bronze
5927,HUN,Gold
5928,HUN,Bronze
5929,BLR,Bronze
5930,BLR,Gold
5931,BLR,Gold
5932,BLR,Gold
5933,ITA,Bronze
5934,ITA,Gold
5935,USA,Gold
5936,USA,Silver
5937,USA,Bronze
5938,HUN,Bronze
5939,ITA,Bronze
5940,URS,Silver
5941,ITA,Silver
5942,BUL,Silver
5943,CHN,Bronze
5944,CHN,Bronze
5945,CHN,Gold
5946,CHN,Silver
5947,CHN,Silver
5948,RUS,Bronze
5949,USA,Silver
5950,BUL,Gold
5951,BUL,Bronze
5952,USA,Gold
5953,GBR,Gold
5954,CAN,Bronze
5955,BEL,Silver
5956,BEL,Bronze
5957,NED,Bronze
5958,NED,Bronze
5959,NED,Silver
5960,FRA,Bronze
5961,USA,Silver
5962,USA,Gold
5963,USA,Gold
5964,RUS,Gold
5965,USA,Gold
5966,USA,Bronze
5967,CZE,Gold
5968,FRG,Silver
5969,FRG,Silver
5970,ESP,Gold
5971,GER,Bronze
5972,ITA,Gold
5973,ESP,Gold
5974,ESP,Gold
5975,ESP,Gold
5976,FRA,Gold
5977,AUT,Silver
5978,AUT,Gold
5979,AUT,Gold
5980,FRA,Bronze
5981,FRA,Silver
5982,GRE,Bronze
5983,MGL,Bronze
5984,MGL,Bronze
5985,MGL,Silver
5986,AUS,Gold
5987,USA,Silver
5988,GDR,Gold
5989,YUG,Silver
5990,RUS,Bronze
5991,RUS,Silver
5992,ROU,Bronze
5993,ROU,Bronze
5994,URS,Silver
5995,URS,Gold
5996,GER,Gold
5997,GDR,Bronze
5998,GER,Silver
5999,USA,Gold
6000,USA,Silver
6001,MEX,Gold
6002,BRA,Bronze
6003,GHA,Bronze
6004,GER,Gold
6005,NGR,Gold
6006,UKR,Silver
6007,AUS,Gold
6008,FRA,Silver
6009,FRA,Silver
6010,TCH,Bronze
6011,USA,Silver
6012,CAN,Gold
6013,CAN,Gold
6014,BRA,Gold
6015,AUS,Silver
6016,USA,Gold
6017,USA,Gold
6018,USA,Gold
6019,URU,Bronze
6020,CAN,Silver
6021,GBR,Gold
6022,GBR,Gold
6023,GBR,Bronze
6024,BRA,Gold
6025,FRA,Bronze
6026,FRA,Gold
6027,FRA,Gold
6028,BLR,Bronze
6029,URS,Silver
6030,UKR,Gold
6031,SLO,Bronze
6032,CAN,Gold
6033,GBR,Bronze
6034,GBR,Silver
6035,USA,Silver
6036,GBR,Gold
6037,GBR,Gold
6038,CAN,Bronze
6039,GBR,Bronze
6040,USA,Silver
6041,USA,Silver
6042,USA,Bronze
6043,USA,Silver
6044,USA,Gold
6045,USA,Gold
6046,AUS,Bronze
6047,MNE,Silver
6048,SRB,Bronze
6049,SCG,Silver
6050,RUS,Silver
6051,RUS,Bronze
6052,USA,Bronze
6053,POL,Bronze
6054,ROU,Silver
6055,ROU,Bronze
6056,CRO,Silver
6057,ROU,Bronze
6058,ROU,Bronze
6059,ROU,Silver
6060,ROU,Bronze
6061,GER,Silver
6062,GER,Silver
6063,GBR,Bronze
6064,USA,Gold
6065,USA,Gold
6066,USA,Gold
6067,USA,Silver
6068,USA,Gold
6069,GDR,Bronze
6070,GDR,Bronze
6071,GDR,Silver
6072,GER,Gold
6073,GER,Gold
6074,AUS,Silver
6075,AUS,Bronze
6076,AUS,Bronze
6077,GDR,Silver
6078,GDR,Gold
6079,GDR,Bronze
6080,GDR,Gold
6081,LAT,Silver
6082,DEN,Silver
6083,USA,Gold
6084,USA,Gold
6085,GER,Silver
6086,URS,Gold
6087,RUS,Bronze
6088,POL,Bronze
6089,AUT,Bronze
6090,USA,Gold
6091,RSA,Gold
6092,USA,Bronze
6093,USA,Gold
6094,GER,Silver
6095,NED,Bronze
6096,NED,Silver
6097,GRE,Bronze
6098,YUG,Silver
6099,TCH,Silver
6100,USA,Silver
6101,GDR,Bronze
6102,GDR,Silver
6103,POL,Bronze
6104,CAN,Silver
6105,NED,Silver
6106,FRG,Gold
6107,GER,Silver
6108,USA,Bronze
6109,NED,Bronze
6110,CAN,Bronze
6111,CAN,Gold
6112,URS,Gold
6113,FRG,Silver
6114,GBR,Silver
6115,USA,Silver
6116,USA,Gold
6117,ROU,Bronze
6118,USA,Silver
6119,USA,Silver
6120,USA,Silver
6121,USA,Silver
6122,GBR,Bronze
6123,FRA,Silver
6124,FRA,Gold
6125,GER,Bronze
6126,USA,Gold
6127,NZL,Bronze
6128,NZL,Gold
6129,NZL,Gold
6130,URS,Bronze
6131,EUN,Bronze
6132,CHN,Gold
6133,FRA,Bronze
6134,ESP,Bronze
6135,ESP,Bronze
6136,CHN,Bronze
6137,FRA,Bronze
6138,FRA,Silver
6139,FRA,Silver
6140,FRA,Bronze
6141,FRA,Silver
6142,FRA,Bronze
6143,FRA,Bronze
6144,FRA,Bronze
6145,FRA,Bronze
6146,GER,Bronze
6147,BLR,Silver
6148,URS,Gold
6149,BEL,Bronze
6150,CAN,Gold
6151,FRA,Silver
6152,FRA,Silver
6153,TCH,Gold
6154,TCH,Silver
6155,GDR,Bronze
6156,CAN,Gold
6157,CAN,Gold
6158,GER,Bronze
6159,HUN,Bronze
6160,HUN,Bronze
6161,BUL,Bronze
6162,URS,Bronze
6163,RUS,Gold
6164,POL,Silver
6165,DEN,Silver
6166,DEN,Silver
6167,SWE,Gold
6168,CUB,Silver
6169,USA,Gold
6170,USA,Bronze
6171,USA,Bronze
6172,USA,Bronze
6173,AUS,Bronze
6174,FRA,Silver
6175,CAN,Silver
6176,CAN,Gold
6177,GBR,Bronze
6178,CAN,Bronze
6179,ARG,Gold
6180,USA,Silver
6181,USA,Silver
6182,RUS,Silver
6183,USA,Bronze
6184,CAN,Silver
6185,GDR,Gold
6186,GER,Silver
6187,FRA,Gold
6188,FRA,Bronze
6189,AUT,Gold
6190,LAT,Silver
6191,LAT,Silver
6192,URS,Silver
6193,USA,Bronze
6194,ROU,Bronze
6195,USA,Gold
6196,URS,Bronze
6197,URS,Silver
6198,FRA,Silver
6199,ROU,Gold
6200,ROU,Bronze
6201,ROU,Silver
6202,ROU,Gold
6203,ROU,Gold
6204,ROU,Silver
6205,ROU,Bronze
6206,ROU,Bronze
6207,ROU,Silver
6208,USA,Bronze
6209,FRA,Silver
6210,NED,Silver
6211,HUN,Gold
6212,HUN,Silver
6213,HUN,Silver
6214,HUN,Bronze
6215,HUN,Gold
6216,SUI,Silver
6217,BUL,Silver
6218,RUS,Bronze
6219,USA,Gold
6220,ROU,Silver
6221,USA,Bronze
6222,USA,Bronze
6223,CAN,Gold
6224,GER,Bronze
6225,GDR,Gold
6226,POL,Silver
6227,BUL,Silver
6228,BRA,Silver
6229,USA,Silver
6230,FRG,Bronze
6231,USA,Silver
6232,JAM,Silver
6233,AUS,Silver
6234,AUS,Silver
6235,USA,Gold
6236,GBR,Gold
6237,USA,Silver
6238,USA,Bronze
6239,USA,Silver
6240,USA,Gold
6241,USA,Silver
6242,USA,Bronze
6243,GBR,Bronze
6244,CAN,Gold
6245,FRA,Silver
6246,USA,Silver
6247,FRA,Silver
6248,BEL,Silver
6249,FRA,Silver
6250,USA,Bronze
6251,CAN,Silver
6252,CAN,Gold
6253,FRA,Silver
6254,ANZ,Gold
6255,USA,Silver
6256,BEL,Bronze
6257,BEL,Silver
6258,BEL,Silver
6259,USA,Gold
6260,USA,Gold
6261,GBR,Gold
6262,ROU,Bronze
6263,ROU,Bronze
6264,USA,Bronze
6265,TCH,Bronze
6266,FRA,Bronze
6267,YUG,Gold
6268,AUT,Silver
6269,AUT,Silver
6270,FRG,Gold
6271,SUI,Bronze
6272,SUI,Bronze
6273,USA,Silver
6274,USA,Bronze
6275,GER,Bronze
6276,UZB,Gold
6277,NED,Silver
6278,USA,Silver
6279,FRA,Bronze
6280,GBR,Bronze
6281,IND,Gold
6282,IND,Gold
6283,GBR,Silver
6284,FRA,Silver
6285,FRA,Bronze
6286,AUS,Silver
6287,USA,Silver
6288,CUB,Silver
6289,FRA,Bronze
6290,CUB,Silver
6291,CUB,Silver
6292,FRA,Gold
6293,NOR,Silver
6294,NOR,Bronze
6295,FRA,Bronze
6296,CRO,Bronze
6297,USA,Gold
6298,EUN,Gold
6299,ESP,Bronze
6300,ESP,Bronze
6301,NED,Gold
6302,NED,Bronze
6303,YUG,Gold
6304,YUG,Gold
6305,YUG,Bronze
6306,YUG,Gold
6307,SCG,Bronze
6308,YUG,Silver
6309,YUG,Gold
6310,YUG,Bronze
6311,URS,Silver
6312,USA,Gold
6313,USA,Gold
6314,TCH,Silver
6315,CZE,Bronze
6316,URS,Gold
6317,USA,Gold
6318,USA,Bronze
6319,USA,Gold
6320,AUS,Gold
6321,AUS,Bronze
6322,AUS,Bronze
6323,AUS,Silver
6324,NOR,Silver
6325,NOR,Silver
6326,NOR,Silver
6327,KAZ,Bronze
6328,KAZ,Bronze
6329,POL,Bronze
6330,USA,Gold
6331,USA,Silver
6332,SUI,Gold
6333,SUI,Gold
6334,RUS,Silver
6335,URS,Gold
6336,USA,Gold
6337,SWE,Gold
6338,SWE,Silver
6339,BUL,Silver
6340,BUL,Bronze
6341,BUL,Gold
6342,RUS,Bronze
6343,URS,Bronze
6344,URS,Gold
6345,EUN,Gold
6346,UKR,Gold
6347,POL,Bronze
6348,URS,Bronze
6349,CRO,Gold
6350,TCH,Bronze
6351,TCH,Silver
6352,TCH,Bronze
6353,RUS,Bronze
6354,AUS,Bronze
6355,GBR,Bronze
6356,USA,Gold
6357,USA,Gold
6358,NZL,Gold
6359,NZL,Bronze
6360,GBR,Silver
6361,GBR,Bronze
6362,USA,Silver
6363,CAN,Bronze
6364,USA,Gold
6365,USA,Gold
6366,GBR,Bronze
6367,JPN,Bronze
6368,GBR,Bronze
6369,DEN,Gold
6370,DEN,Bronze
6371,DEN,Gold
6372,DEN,Gold
6373,DEN,Bronze
6374,SUI,Silver
6375,AUT,Silver
6376,AUT,Bronze
6377,AUT,Silver
6378,AUT,Gold
6379,ROU,Silver
6380,ROU,Silver
6381,FRG,Bronze
6382,GER,Bronze
6383,TCH,Silver
6384,GDR,Gold
6385,DEN,Bronze
6386,DEN,Gold
6387,DEN,Gold
6388,JPN,Bronze
6389,JPN,Bronze
6390,SUI,Silver
6391,GER,Silver
6392,USA,Silver
6393,FRA,Silver
6394,ESP,Gold
6395,ESP,Gold
6396,FRG,Bronze
6397,GBR,Bronze
6398,USA,Silver
6399,GDR,Gold
6400,GDR,Gold
6401,GDR,Gold
6402,GDR,Gold
6403,NOR,Gold
6404,NOR,Bronze
6405,NOR,Bronze
6406,GER,Silver
6407,GER,Gold
6408,SWE,Bronze
6409,SWE,Bronze
6410,GBR,Silver
6411,AUS,Bronze
6412,AUS,Bronze
6413,AUS,Silver
6414,GER,Bronze
6415,BRA,Gold
6416,AUT,Silver
6417,AUT,Silver
6418,AUT,Silver
6419,AUT,Bronze
6420,USA,Bronze
6421,USA,Bronze
6422,USA,Gold
6423,USA,Gold
6424,GBR,Silver
6425,SWE,Bronze
6426,SWE,Silver
6427,SWE,Gold
6428,BRA,Silver
6429,AUS,Bronze
6430,AUS,Bronze
6431,BRA,Bronze
6432,BRA,Bronze
6433,SWE,Bronze
6434,SWE,Silver
6435,SWE,Bronze
6436,SWE,Bronze
6437,SWE,Gold
6438,GBR,Bronze
6439,GBR,Bronze
6440,AUS,Bronze
6441,AUS,Silver
6442,AUS,Silver
6443,GBR,Gold
6444,GBR,Gold
6445,GBR,Silver
6446,GBR,Gold
6447,USA,Gold
6448,GBR,Bronze
6449,JAM,Silver
6450,CAN,Bronze
6451,CAN,Bronze
6452,CAN,Bronze
6453,CAN,Bronze
6454,USA,Gold
6455,USA,Gold
6456,USA,Bronze
6457,USA,Gold
6458,USA,Gold
6459,USA,Bronze
6460,FRA,Silver
6461,TCH,Silver
6462,GER,Gold
6463,NOR,Silver
6464,JPN,Silver
6465,JPN,Bronze
6466,USA,Silver
6467,USA,Gold
6468,IRL,Silver
6469,USA,Gold
6470,NGR,Bronze
6471,NGR,Bronze
6472,GER,Bronze
6473,HUN,Silver
6474,HUN,Gold
6475,HUN,Gold
6476,HUN,Gold
6477,HUN,Gold
6478,HUN,Gold
6479,HUN,Bronze
6480,HUN,Bronze
6481,NED,Silver
6482,SUI,Bronze
6483,SUI,Bronze
6484,SUI,Bronze
6485,GBR,Silver
6486,GBR,Bronze
6487,AUS,Gold
6488,SWE,Silver
6489,NZL,Silver
6490,ESP,Silver
6491,ESP,Bronze
6492,JPN,Bronze
6493,FRG,Bronze
6494,SUI,Silver
6495,GDR,Gold
6496,GDR,Silver
6497,FRG,Bronze
6498,FRG,Gold
6499,GER,Bronze
6500,GER,Gold
6501,GDR,Silver
6502,GDR,Gold
6503,GDR,Silver
6504,DEN,Silver
6505,NED,Bronze
6506,NED,Gold
6507,NED,Silver
6508,GER,Bronze
6509,ISL,Silver
6510,LTU,Bronze
6511,LTU,Bronze
6512,LTU,Bronze
6513,FRG,Bronze
6514,SWE,Silver
6515,SWE,Bronze
6516,SWE,Silver
6517,CAN,Bronze
6518,SWE,Bronze
6519,SWE,Bronze
6520,SWE,Bronze
6521,SWE,Bronze
6522,FIN,Gold
6523,SWE,Silver
6524,URS,Bronze
6525,NGR,Silver
6526,SWE,Bronze
6527,FRA,Gold
6528,UAR,Bronze
6529,MAR,Gold
6530,EGY,Bronze
6531,EGY,Gold
6532,BRA,Silver
6533,SWE,Bronze
6534,SWE,Bronze
6535,NOR,Silver
6536,AUS,Bronze
6537,AUS,Gold
6538,CUB,Silver
6539,CUB,Bronze
6540,GBR,Gold
6541,YUG,Gold
6542,SWE,Bronze
6543,SWE,Silver
6544,RUS,Bronze
6545,CZE,Bronze
6546,SWE,Silver
6547,NOR,Silver
6548,BRA,Bronze
6549,NOR,Gold
6550,NOR,Gold
6551,GER,Gold
6552,GRE,Silver
6553,NOR,Bronze
6554,GBR,Silver
6555,GBR,Bronze
6556,USA,Bronze
6557,USA,Gold
6558,GBR,Gold
6559,USA,Silver
6560,USA,Bronze
6561,USA,Silver
6562,CAN,Silver
6563,IRI,Bronze
6564,AUS,Bronze
6565,AUS,Silver
6566,AUS,Bronze
6567,USA,Gold
6568,AUS,Gold
6569,AUS,Silver
6570,AUS,Silver
6571,AUS,Gold
6572,AUS,Silver
6573,SWE,Bronze
6574,FIN,Bronze
6575,FIN,Silver
6576,ESP,Bronze
6577,USA,Bronze
6578,USA,Silver
6579,YUG,Bronze
6580,USA,Bronze
6581,FRA,Silver
6582,FRA,Bronze
6583,DEN,Gold
6584,DEN,Gold
6585,DEN,Gold
6586,DEN,Gold
6587,FRA,Bronze
6588,BRA,Gold
6589,BRA,Bronze
6590,BRA,Silver
6591,GER,Bronze
6592,GER,Gold
6593,NGR,Bronze
6594,CAN,Gold
6595,CAN,Gold
6596,FRA,Bronze
6597,URS,Silver
6598,GDR,Bronze
6599,GER,Bronze
6600,IND,Gold
6601,ITA,Silver
6602,GBR,Silver
6603,JPN,Gold
6604,JPN,Gold
6605,PAR,Silver
6606,USA,Bronze
6607,GER,Gold
6608,GER,Bronze
6609,GER,Bronze
6610,USA,Bronze
6611,JPN,Bronze
6612,JPN,Gold
6613,JPN,Gold
6614,JPN,Gold
6615,JPN,Silver
6616,JPN,Gold
6617,JPN,Gold
6618,JPN,Silver
6619,EST,Silver
6620,EST,Bronze
6621,SUI,Gold
6622,USA,Gold
6623,HUN,Gold
6624,ROU,Bronze
6625,INA,Bronze
6626,SWE,Bronze
6627,SWE,Silver
6628,GER,Bronze
6629,GER,Silver
6630,GER,Bronze
6631,USA,Silver
6632,GDR,Bronze
6633,AUT,Gold
6634,NOR,Gold
6635,URS,Gold
6636,ZIM,Gold
6637,SWE,Bronze
6638,USA,Bronze
6639,USA,Silver
6640,MGL,Gold
6641,AUT,Bronze
6642,GBR,Gold
6643,GBR,Silver
6644,DEN,Silver
6645,USA,Gold
6646,CAN,Gold
6647,ESP,Silver
6648,MEX,Gold
6649,CUB,Gold
6650,CUB,Silver
6651,ESP,Bronze
6652,ESP,Bronze
6653,CMR,Gold
6654,FRA,Bronze
6655,FRG,Silver
6656,CZE,Bronze
6657,YUG,Gold
6658,HUN,Bronze
6659,GER,Bronze
6660,GER,Silver
6661,GER,Bronze
6662,HUN,Silver
6663,HUN,Bronze
6664,ROU,Gold
6665,ROU,Bronze
6666,USA,Silver
6667,KEN,Gold
6668,GBR,Gold
6669,DEN,Silver
6670,NOR,Silver
6671,USA,Gold
6672,SWE,Gold
6673,SWE,Silver
6674,SWE,Bronze
6675,SWE,Silver
6676,SWE,Silver
6677,BRA,Silver
6678,NOR,Bronze
6679,DEN,Bronze
6680,NOR,Gold
6681,DEN,Bronze
6682,NOR,Silver
6683,NOR,Bronze
6684,NOR,Gold
6685,NOR,Silver
6686,SWE,Silver
6687,SWE,Silver
6688,SWE,Silver
6689,SWE,Bronze
6690,SWE,Gold
6691,SWE,Bronze
6692,SWE,Bronze
6693,SWE,Bronze
6694,SWE,Bronze
6695,SWE,Silver
6696,SWE,Silver
6697,SWE,Gold
6698,SWE,Bronze
6699,SWE,Bronze
6700,SWE,Bronze
6701,SWE,Bronze
6702,NGR,Bronze
6703,USA,Gold
6704,GER,Silver
6705,GER,Gold
6706,HUN,Silver
6707,ITA,Bronze
6708,GER,Silver
6709,GER,Silver
6710,GER,Bronze
6711,USA,Gold
6712,USA,Gold
6713,USA,Silver
6714,USA,Gold
